,,Donald J. Trump and JD Vance,Kamala D. Harris and Tim Walz,Chase Oliver and Mike ter Maat,Jill Stein and Rudolph Butch Ware,Cornel West and Melina Abdulla,Randall A. Terry and Stephen E. Broden,Claudia De La Cruz and Karina Garcia,Total Votes Cast,Overvotes/Undervotes,Total Ballots Cast
,,Republican,Democratic,Libertarian,Green,United Citizens,Constitution,Workers,,,
Precinct,Turkey Creek,59,51,3,2,2,2,2,121,1,122
Precinct,Woodrow,41,107,3,2,2,3,4,162,1,163
County,Lexington,96965,47815,810,471,311,362,169,146903,1068,147971
Precinct,7 Oaks,506,605,9,7,7,3,4,1141,10,1151
Precinct,Amicks Ferry,2527,779,16,9,3,10,1,3345,32,3377
Precinct,Barr Road 01,831,274,4,3,2,5,0,1119,12,1131
Precinct,Barr Road 02,2021,910,20,8,6,10,2,2977,20,2997
Precinct,Batesburg,603,543,6,5,2,4,4,1167,7,1174
Precinct,Beulah Church,2025,373,8,12,1,2,2,2423,20,2443
Precinct,Boiling Springs,1501,525,8,7,0,2,1,2044,5,2049
Precinct,Boiling Springs South,887,150,5,5,1,0,0,1048,5,1053
Precinct,Bush River,625,545,8,4,1,3,2,1188,10,1198
Precinct,Carolina Springs,1046,543,10,9,3,6,5,1622,8,1630
Precinct,Cayce No. 01,486,579,7,6,4,4,1,1087,9,1096
Precinct,Cayce No. 02,420,572,7,7,4,3,4,1017,4,1021
Precinct,Cayce No. 02-A,514,377,6,3,0,3,3,906,10,916
Precinct,Cayce No. 03,306,214,6,5,4,6,0,541,10,551
Precinct,Cedar Crest,871,562,9,3,1,1,2,1449,8,1457
Precinct,Chalk Hill,589,1336,4,6,12,1,1,1949,12,1961
Precinct,Challedon,399,644,4,6,1,2,3,1059,7,1066
Precinct,Chapin,1857,692,13,5,3,8,1,2579,28,2607
Precinct,Coldstream,751,657,13,2,3,3,2,1431,15,1446
Precinct,Congaree 01,885,269,4,8,1,2,1,1170,4,1174
Precinct,Congaree 02,541,267,2,0,3,3,3,819,3,822
Precinct,Cromer,716,322,2,3,2,5,1,1051,7,1058
Precinct,Dreher Island,1199,237,2,1,1,3,2,1445,9,1454
Precinct,Dutchman Shores,2238,649,14,5,5,9,3,2923,15,2938
Precinct,Edenwood,1009,637,7,7,6,4,2,1672,17,1689
Precinct,Edmund 01,624,248,4,3,3,2,1,885,5,890
Precinct,Edmund 02,1077,281,3,3,2,2,2,1370,5,1375
Precinct,Emmanuel Church,1038,455,8,4,4,6,1,1516,9,1525
Precinct,Failsafe,78,42,1,0,1,0,0,122,0,122
Precinct,Failsafe Provisional,39,23,0,0,2,0,0,64,1,65
Precinct,Fairview,812,191,3,3,0,3,1,1013,6,1019
Precinct,Faith Church,641,390,9,0,1,4,1,1046,9,1055
Precinct,Gardendale,379,577,5,3,6,0,3,973,6,979
Precinct,Gaston 01,691,150,5,2,3,4,1,856,2,858
Precinct,Gaston 02,717,269,5,3,8,1,3,1006,1,1007
Precinct,Gilbert,1541,331,7,3,1,2,4,1889,11,1900
Precinct,Grenadier,449,664,1,4,5,2,5,1130,9,1139
Precinct,Hollow Creek,1935,496,6,4,2,6,1,2450,20,2470
Precinct,Hook's Store,728,572,6,3,3,3,4,1319,9,1328
Precinct,Irmo,791,869,10,7,8,0,0,1685,11,1696
Precinct,Kitti Wake,796,410,4,4,3,3,3,1223,9,1232
Precinct,Lake Murray 01,1411,416,5,8,5,7,0,1852,14,1866
Precinct,Lake Murray 02,2218,806,24,4,3,8,3,3066,10,3076
Precinct,Leaphart Road,393,340,6,3,0,0,2,744,7,751
Precinct,Leesville,1147,512,7,7,6,5,6,1690,16,1706
Precinct,Lexington No. 01,1452,775,12,13,2,2,0,2256,26,2282
Precinct,Lexington No. 02,923,580,10,7,2,4,2,1528,11,1539
Precinct,Lexington No. 03,1848,768,23,6,5,3,1,2654,29,2683
Precinct,Lexington No. 04,1428,825,9,9,2,4,1,2278,20,2298
Precinct,Lincreek,1031,801,13,7,5,2,4,1863,15,1878
Precinct,Mack-edisto,523,111,1,2,0,2,0,639,2,641
Precinct,Midway,802,306,8,6,2,5,1,1130,18,1148
Precinct,Mims,813,193,5,2,3,0,1,1017,4,1021
Precinct,Mount Horeb,1669,537,13,3,2,4,1,2229,21,2250
Precinct,Mt. Hebron,635,403,8,5,3,1,5,1060,9,1069
Precinct,Murraywood,850,713,14,8,6,4,0,1595,21,1616
Precinct,Oakwood,1523,739,19,9,7,11,3,2311,11,2322
Precinct,Old Barnwell Road,816,506,9,4,5,3,1,1344,4,1348
Precinct,Old Lexington,1941,651,18,9,3,8,2,2632,16,2648
Precinct,Park Road 01,1189,561,13,11,2,4,2,1782,14,1796
Precinct,Park Road 02,753,302,1,3,2,1,0,1062,10,1072
Precinct,Pelion 01,792,145,4,3,1,0,1,946,3,949
Precinct,Pelion 02,894,195,6,0,3,1,2,1101,7,1108
Precinct,Pilgrim Church,1425,600,22,5,5,10,4,2071,19,2090
Precinct,Pine Ridge 01,655,294,4,2,4,0,1,960,2,962
Precinct,Pine Ridge 02,1018,512,8,7,5,1,2,1553,10,1563
Precinct,Pineview,911,421,15,1,4,4,1,1357,16,1373
Precinct,Platt Springs 01,740,248,7,3,1,2,1,1002,3,1005
Precinct,Platt Springs 02,1509,1245,21,10,8,5,1,2799,12,2811
Precinct,Pond Branch,1298,260,4,3,6,4,0,1575,13,1588
Precinct,Providence Church,1613,522,15,4,0,4,0,2158,20,2178
Precinct,Provisional,90,43,3,0,1,0,0,137,1,138
Precinct,Quail Hollow,928,606,12,3,0,4,0,1553,7,1560
Precinct,Quail Valley,758,759,7,7,3,6,3,1543,22,1565
Precinct,Red Bank,2129,1051,10,5,9,14,3,3221,13,3234
Precinct,Red Bank South 01,1085,355,8,0,3,6,3,1460,6,1466
Precinct,Red Bank South 02,925,472,5,3,3,2,2,1412,8,1420
Precinct,Ridge Road,1654,306,12,2,3,4,2,1983,13,1996
Precinct,River Bluff,1761,849,31,18,3,9,2,2673,32,2705
Precinct,Round Hill,2253,840,17,9,5,8,2,3134,17,3151
Precinct,Saint David,1332,658,7,4,3,4,2,2010,12,2022
Precinct,Saluda River,618,589,10,6,6,3,2,1234,17,1251
Precinct,Sand Hill,684,352,1,2,3,3,0,1045,1,1046
Precinct,Sandy Run,518,237,3,0,1,1,0,760,6,766
Precinct,Sharpes Hill,967,338,2,2,3,5,3,1320,3,1323
Precinct,Springdale,1095,501,11,7,3,1,4,1622,14,1636
Precinct,Springdale South,285,170,4,1,0,0,0,460,1,461
Precinct,St. Michaels,1341,610,9,4,2,2,2,1970,24,1994
Precinct,Summit,849,203,3,1,3,4,1,1064,6,1070
Precinct,Swansea 01,506,327,5,0,3,7,1,849,9,858
Precinct,Swansea 02,689,320,3,2,4,2,0,1020,6,1026
Precinct,West Columbia No. 01,294,374,4,7,1,3,2,685,9,694
Precinct,West Columbia No. 02,73,243,0,2,3,2,1,324,5,329
Precinct,West Columbia No. 03,313,292,6,7,0,3,1,622,8,630
Precinct,West Columbia No. 04,582,451,7,4,1,2,1,1048,4,1052
Precinct,Westover,786,464,10,7,1,5,1,1274,12,1286
Precinct,White Knoll,1418,598,9,8,5,3,2,2043,7,2050
Precinct,Whitehall,812,800,14,10,6,4,0,1646,11,1657
Precinct,Woodland Hills,311,491,2,4,3,6,1,818,11,829
County,Marion,5906,7316,42,21,58,22,23,13388,122,13510
Precinct,Brittons Neck,373,553,2,2,5,3,0,938,8,946
Precinct,Centenary,316,562,2,1,5,1,2,889,9,898
Precinct,Failsafe,0,0,0,0,0,0,0,0,0,0
Precinct,Failsafe Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Friendship,76,138,0,0,1,0,0,215,5,220
Precinct,Marion No. 01,215,459,4,0,3,0,1,682,6,688
Precinct,Marion No. 02,527,425,2,4,3,2,5,968,10,978
Precinct,Marion North,512,495,5,2,4,1,0,1019,10,1029
Precinct,Marion South,482,1124,7,1,9,1,3,1627,16,1643
Precinct,Marion West,493,326,1,0,4,3,0,827,5,832
Precinct,Nichols,313,138,1,0,0,0,0,452,4,456
Precinct,Northeast Mullins,521,703,3,3,9,3,0,1242,10,1252
Precinct,Northwest Mullins,301,547,2,0,3,2,2,857,9,866
Precinct,Provisional,10,44,0,0,0,0,0,54,2,56
Precinct,Rains,197,289,4,2,3,0,1,496,4,500
Precinct,Sellers,49,92,0,0,0,0,1,142,2,144
Precinct,Southeast Mullins,671,281,1,4,3,3,5,968,7,975
Precinct,Southwest Mullins,461,546,2,0,2,1,0,1012,9,1021
Precinct,Temperance,238,406,5,2,3,0,1,655,2,657
Precinct,Zion,151,188,1,0,1,2,2,345,4,349
County,Marlboro,4896,5137,26,18,46,15,14,10152,91,10243
Precinct,Adamsville,190,111,1,1,1,0,0,304,3,307
Precinct,Blenheim,112,86,2,1,3,0,0,204,2,206
Precinct,Brightsville,241,209,0,0,0,1,1,452,2,454
Precinct,Brownsville,166,74,0,0,0,0,2,242,0,242
Precinct,Clio,322,561,2,0,8,1,1,895,8,903
Precinct,E Bennettsville,330,557,0,4,5,2,1,899,11,910
Precinct,East Mccoll,396,99,0,2,4,0,0,501,3,504
Precinct,Failsafe,1,1,0,0,0,0,0,2,0,2
Precinct,Failsafe Provisional,43,40,0,0,0,0,1,84,1,85
Precinct,Mccoll,470,270,1,1,2,0,0,744,6,750
Precinct,N Bennettsville,804,896,6,4,10,3,1,1724,18,1742
Precinct,Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Quicks Xroads,289,317,1,1,3,0,1,612,8,620
Precinct,Red Hill,466,345,1,1,2,2,2,819,8,827
Precinct,S Bennettsville,61,410,3,1,0,0,2,477,5,482
Precinct,Tatum,141,121,2,0,1,1,0,266,2,268
Precinct,W Bennettsville,335,734,6,2,5,4,2,1088,11,1099
Precinct,Wallace,529,306,1,0,2,1,0,839,3,842
County,McCormick,3565,2513,22,14,22,15,2,6153,68,6221
Precinct,Bethany,67,171,0,0,2,0,0,240,4,244
Precinct,Clarks Hill,221,163,1,0,1,0,0,386,3,389
Precinct,Failsafe,0,2,0,0,0,0,0,2,0,2
Precinct,Failsafe Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Mccormick No. 01,340,485,4,2,4,5,0,840,11,851
Precinct,Mccormick No. 02,183,354,4,2,4,3,0,550,7,557
Precinct,Modoc,209,24,0,1,0,0,0,234,1,235
Precinct,Monticello,489,193,3,2,1,0,0,688,7,695
Precinct,Mt. Carmel,30,96,0,0,2,1,1,130,2,132
Precinct,Parksville,137,26,0,1,1,0,0,165,0,165
Precinct,Plum Branch,296,300,1,1,3,1,0,602,10,612
Precinct,Provisional,3,1,0,0,0,0,0,4,0,4
Precinct,Savannah,1505,609,8,5,3,5,1,2136,18,2154
Precinct,Willington,85,89,1,0,1,0,0,176,5,181
County,Newberry,12067,5841,56,45,60,46,14,18129,118,18247
Precinct,Beth-Eden,291,145,3,0,2,4,0,445,4,449
Precinct,Bush River,210,55,0,0,0,0,0,265,1,266
Precinct,Chappells,438,174,1,2,1,1,1,618,4,622
Precinct,Consolidated 05,652,207,6,2,4,2,1,874,10,884
Precinct,Failsafe,0,0,0,0,0,0,0,0,0,0
Precinct,Failsafe Provisional,2,4,1,0,0,0,0,7,0,7
Precinct,Fairview,1333,344,5,5,2,2,0,1691,9,1700
Precinct,Hartford,480,258,2,1,1,2,1,745,6,751
Precinct,Helena,124,364,0,0,3,0,0,491,2,493
Precinct,Johnstone,277,98,2,2,2,1,0,382,5,387
Precinct,Kinards-Jalapa,276,89,0,1,2,0,0,368,2,370
Precinct,Little Mountain,914,265,4,6,2,3,1,1195,8,1203
Precinct,Maybinton,17,31,1,0,0,0,0,49,0,49
Precinct,Mt. Bethel-Garmany,435,407,1,1,10,0,3,857,4,861
Precinct,Newberry Ward 01,126,130,1,0,1,0,0,258,2,260
Precinct,Newberry Ward 02,428,259,3,5,1,0,0,696,5,701
Precinct,Newberry Ward 03,252,265,4,3,3,4,1,532,4,536
Precinct,Newberry Ward 04,49,222,0,0,2,0,0,273,2,275
Precinct,Newberry Ward 05,37,217,1,0,3,1,0,259,2,261
Precinct,Newberry Ward 06,405,350,3,2,5,4,1,770,10,780
Precinct,O'neal,1101,282,3,2,2,3,2,1395,4,1399
Precinct,Oakland,103,240,0,1,0,2,0,346,2,348
Precinct,Peak,78,24,0,0,0,0,0,102,0,102
Precinct,Pomaria,401,90,2,2,2,3,0,500,1,501
Precinct,Prosperity City,347,240,0,2,3,4,0,596,6,602
Precinct,Prosperity Outside,517,206,1,2,4,5,0,735,3,738
Precinct,Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Silverstreet,410,164,1,1,1,1,1,579,4,583
Precinct,St. Phillips-Jolly Street,595,273,1,2,0,2,0,873,4,877
Precinct,Stoney Hill,597,102,2,0,1,0,1,703,3,706
Precinct,Wheeland,361,54,3,0,1,0,0,419,1,420
Precinct,Whitmire City,391,138,2,1,1,1,0,534,2,536
Precinct,Whitmire Outside,420,144,3,2,1,1,1,572,8,580
County,Oconee,31772,9987,192,110,70,83,50,42264,289,42553
Precinct,Bountyland,1012,352,4,6,2,2,2,1380,9,1389
Precinct,Earles Grove,633,89,3,1,0,1,0,727,1,728
Precinct,Failsafe,24,2,0,0,0,0,0,26,0,26
Precinct,Failsafe Provisional,35,5,0,0,0,0,0,40,0,40
Precinct,Fair Play,759,147,4,1,0,0,0,911,7,918
Precinct,Friendship,1170,319,13,2,3,2,1,1510,8,1518
Precinct,Holly Springs,284,11,1,0,0,0,0,296,3,299
Precinct,Keowee,1631,384,6,2,3,6,1,2033,21,2054
Precinct,Long Creek,230,130,3,4,1,1,0,369,2,371
Precinct,Madison,421,43,2,1,3,0,0,470,0,470
Precinct,Mountain Rest,694,192,1,1,1,3,1,893,1,894
Precinct,New Hope,1900,577,10,8,1,5,1,2502,33,2535
Precinct,Newry Corinth,183,57,0,0,0,0,0,240,0,240
Precinct,Oakway,945,158,0,5,3,2,3,1116,8,1124
Precinct,Provisional,15,9,0,0,0,0,0,24,0,24
Precinct,Ravenel,1167,671,19,12,3,5,4,1881,21,1902
Precinct,Return,547,91,1,1,0,1,1,642,7,649
Precinct,Richland,741,160,5,1,2,2,3,914,5,919
Precinct,Salem,1513,367,13,3,4,2,0,1902,18,1920
Precinct,Seneca 01,1100,829,8,10,3,8,1,1959,9,1968
Precinct,Seneca 02,1028,539,11,7,5,2,0,1592,15,1607
Precinct,Seneca 03,883,295,3,3,1,2,1,1188,8,1196
Precinct,Seneca 04,1109,737,9,4,5,5,8,1877,11,1888
Precinct,Shiloh,567,332,4,0,1,4,1,909,6,915
Precinct,South Union,1093,295,5,2,4,1,2,1402,5,1407
Precinct,Stamp Creek,1572,876,14,5,5,4,4,2480,32,2512
Precinct,Tamassee,890,121,5,3,3,1,0,1023,1,1024
Precinct,Tokeena-Providence,816,170,6,1,0,3,0,996,5,1001
Precinct,Utica,333,163,3,1,3,0,1,504,0,504
Precinct,Walhalla 01,2338,566,10,6,1,10,3,2934,13,2947
Precinct,Walhalla 02,1582,384,7,5,4,2,9,1993,6,1999
Precinct,West Union,1361,342,6,3,1,3,0,1716,15,1731
Precinct,Westminster 01,1986,359,10,9,6,4,2,2376,16,2392
Precinct,Westminster 02,1210,215,6,3,2,2,1,1439,3,1442
County,Orangeburg,13750,22832,74,62,150,54,48,36970,204,37174
Precinct,4 Holes,281,97,1,1,0,1,0,381,2,383
Precinct,Bethel,153,280,3,0,5,0,0,441,4,445
Precinct,Bolentown,462,329,1,0,2,0,2,796,8,804
Precinct,Bowman 01,294,606,1,0,0,4,0,905,2,907
Precinct,Bowman 02,269,279,2,1,4,0,0,555,5,560
Precinct,Branchville 01,443,262,2,0,2,1,0,710,4,714
Precinct,Branchville 02,209,109,0,0,1,2,0,321,4,325
Precinct,Brookdale,41,883,1,1,4,1,4,935,3,938
Precinct,Cope,324,149,1,0,5,1,0,480,1,481
Precinct,Cordova 01,525,415,1,0,3,1,2,947,8,955
Precinct,Cordova 02,351,500,1,0,4,0,0,856,9,865
Precinct,Edisto,550,171,2,3,2,4,0,732,4,736
Precinct,Elloree 01,332,309,2,1,0,2,1,647,4,651
Precinct,Elloree 02,120,328,1,1,1,1,0,452,1,453
Precinct,Eutawville 01,633,398,4,3,3,3,1,1045,7,1052
Precinct,Eutawville 02,274,901,1,0,5,0,1,1182,6,1188
Precinct,Failsafe,0,0,0,0,0,0,0,0,0,0
Precinct,Failsafe Provisional,1,0,0,0,0,0,0,1,0,1
Precinct,Holly Hill 01,565,687,3,1,2,2,2,1262,4,1266
Precinct,Holly Hill 02,227,896,2,1,4,2,2,1134,7,1141
Precinct,Jamison,333,870,3,3,4,2,1,1216,4,1220
Precinct,Limestone 01,315,715,4,1,4,1,5,1045,10,1055
Precinct,Limestone 02,345,762,4,2,4,0,2,1119,7,1126
Precinct,Neeses-livingston,528,208,1,1,2,1,1,742,5,747
Precinct,Nix,34,590,1,1,3,2,1,632,5,637
Precinct,North 01,405,399,1,2,2,2,1,812,5,817
Precinct,North 02,528,369,0,0,2,1,0,900,4,904
Precinct,Norway,380,442,1,1,3,2,1,830,5,835
Precinct,Orangeburg Ward 01,144,259,1,2,3,0,0,409,3,412
Precinct,Orangeburg Ward 02,26,206,0,1,2,1,1,237,0,237
Precinct,Orangeburg Ward 03,24,429,0,0,2,1,1,457,0,457
Precinct,Orangeburg Ward 04,13,265,0,2,2,0,1,283,2,285
Precinct,Orangeburg Ward 05,24,223,0,0,3,0,0,250,1,251
Precinct,Orangeburg Ward 06,85,285,1,1,5,0,1,378,1,379
Precinct,Orangeburg Ward 07,162,374,2,2,1,0,2,543,4,547
Precinct,Orangeburg Ward 08,161,262,2,1,1,0,0,427,4,431
Precinct,Orangeburg Ward 09,73,264,0,1,4,0,0,342,1,343
Precinct,Orangeburg Ward 10,169,433,3,2,3,0,1,611,1,612
Precinct,Pinehill,325,380,1,2,3,2,0,713,7,720
Precinct,Providence,221,477,0,0,3,1,2,704,4,708
Precinct,Provisional,4,17,0,0,0,0,0,21,1,22
Precinct,Rowesville,197,185,0,1,2,0,0,385,1,386
Precinct,Santee 01,713,457,4,1,4,3,0,1182,7,1189
Precinct,Santee 02,63,662,0,0,9,1,2,737,3,740
Precinct,Springfield,403,404,2,6,0,0,1,816,0,816
Precinct,Suburban 01,15,264,1,0,1,0,0,281,1,282
Precinct,Suburban 02,11,311,0,0,1,1,0,324,1,325
Precinct,Suburban 03,98,694,2,2,5,3,1,805,3,808
Precinct,Suburban 04,61,126,0,0,1,0,1,189,2,191
Precinct,Suburban 05,159,518,1,1,1,0,0,680,3,683
Precinct,Suburban 06,233,249,0,0,2,1,0,485,1,486
Precinct,Suburban 07,673,818,3,5,6,0,4,1509,6,1515
Precinct,Suburban 08,227,364,3,4,2,0,1,601,3,604
Precinct,Suburban 09,139,682,1,1,6,1,2,832,4,836
Precinct,Vance,315,702,1,0,4,1,0,1023,10,1033
Precinct,Whittaker,90,568,2,3,3,2,0,668,2,670
County,Pickens,45728,13891,335,212,65,149,71,60451,371,60822
Precinct,6 Mile Mountain,1082,194,4,2,1,6,2,1291,9,1300
Precinct,9 Forks,1036,132,4,2,1,3,1,1179,4,1183
Precinct,Abel,209,314,4,2,2,3,0,534,11,545
Precinct,Albert R. Lewis,991,143,5,0,0,1,0,1140,3,1143
Precinct,Arial Mill,644,135,7,1,1,2,1,791,3,794
Precinct,Brushy Creek,1064,388,5,6,5,3,0,1471,4,1475
Precinct,Calhoun,289,311,10,2,1,0,0,613,6,619
Precinct,Cedar Rock,862,150,5,3,1,1,2,1024,6,1030
Precinct,Clemson,927,801,13,17,5,4,1,1768,35,1803
Precinct,Crescent Hill,889,132,2,6,0,2,0,1031,4,1035
Precinct,Crestview,984,265,4,3,0,2,4,1262,3,1265
Precinct,Crossroads,936,155,7,3,0,4,1,1106,2,1108
Precinct,Crosswell,931,189,4,2,5,1,1,1133,0,1133
Precinct,Dacusville,777,119,1,0,0,2,0,899,2,901
Precinct,Easley,627,258,4,4,2,1,2,898,8,906
Precinct,East Liberty,670,148,4,5,2,0,6,835,1,836
Precinct,East Pickens,850,109,5,4,0,3,1,972,4,976
Precinct,Failsafe,76,18,1,0,0,0,0,95,0,95
Precinct,Failsafe Provisional,60,17,0,0,0,0,0,77,0,77
Precinct,Flat Rock,871,159,5,3,2,2,0,1042,4,1046
Precinct,Forest Acres,624,221,7,4,1,4,1,862,5,867
Precinct,Fruit Mountain,509,123,2,3,0,0,0,637,2,639
Precinct,Georges Creek,631,192,7,2,0,2,1,835,4,839
Precinct,Glassy Mountain,867,106,8,1,0,1,0,983,2,985
Precinct,Griffin,1097,141,3,3,0,1,1,1246,7,1253
Precinct,Holly Springs,1093,280,7,6,1,1,2,1390,5,1395
Precinct,Issaqueena,289,308,7,10,1,3,1,619,14,633
Precinct,Lawrence Chapel,750,252,7,3,1,4,0,1017,8,1025
Precinct,Lenhardt,1065,337,12,5,1,3,3,1426,7,1433
Precinct,McAllister,630,178,2,1,0,2,2,815,3,818
Precinct,Mckissick,633,219,6,4,1,2,0,865,11,876
Precinct,Morrison,430,391,13,9,1,2,2,848,17,865
Precinct,Mountain View,1346,401,12,3,3,2,0,1767,22,1789
Precinct,Norris,794,136,3,0,1,2,1,937,5,942
Precinct,North Central,647,280,4,7,3,10,2,953,9,962
Precinct,North Liberty,699,149,3,3,1,1,5,861,1,862
Precinct,North Pickens,936,172,2,5,1,2,1,1119,6,1125
Precinct,Pendleton,765,111,6,1,1,1,1,886,4,890
Precinct,Pickensville,616,276,9,7,2,2,2,914,3,917
Precinct,Pike,439,311,11,8,0,2,0,771,8,779
Precinct,Pope Field,741,324,13,2,1,1,2,1084,2,1086
Precinct,Praters Creek,732,69,2,1,0,5,1,810,2,812
Precinct,Provisional,94,23,0,1,0,0,0,118,1,119
Precinct,Pumpkintown,1132,231,5,2,1,2,2,1375,4,1379
Precinct,Rices Creek,846,149,3,1,1,2,0,1002,4,1006
Precinct,Rock Springs,786,302,4,3,3,5,0,1103,4,1107
Precinct,Saluda,662,187,0,0,0,1,1,851,2,853
Precinct,Sheffield,892,235,6,2,0,3,1,1139,2,1141
Precinct,Simpson,407,308,6,0,0,3,1,725,3,728
Precinct,Sitton,826,294,4,3,0,1,2,1130,6,1136
Precinct,Six Mile,1100,154,7,4,1,2,0,1268,8,1276
Precinct,Skelton,792,103,3,3,0,11,0,912,4,916
Precinct,Smith Grove,549,130,1,1,1,0,0,682,2,684
Precinct,South Central,495,296,4,6,1,1,3,806,5,811
Precinct,South Pickens,647,246,7,2,1,4,0,907,7,914
Precinct,Stone Church,428,471,15,8,1,5,5,933,40,973
Precinct,Tri County,351,97,0,1,0,0,0,449,0,449
Precinct,University,198,189,4,3,0,3,0,397,9,406
Precinct,Vinland,701,137,0,4,1,1,0,844,1,845
Precinct,West Central,334,289,3,6,1,1,1,635,3,638
Precinct,West Liberty,917,155,8,2,0,2,2,1086,4,1090
Precinct,West Pickens,941,180,6,2,3,3,1,1136,2,1138
Precinct,Woodside,861,452,5,4,2,4,1,1329,0,1329
Precinct,Zion,661,149,4,1,0,2,1,818,4,822
County,Richland,58019,121110,958,707,853,440,324,182411,1428,183839
Precinct,Arcadia,407,672,7,9,2,12,1,1110,4,1114
Precinct,Ardincaple,20,237,0,0,2,0,0,259,0,259
Precinct,Ballentine 01,752,485,8,2,1,4,1,1253,14,1267
Precinct,Ballentine 02,1115,552,14,3,1,1,1,1687,13,1700
Precinct,Beatty Road,66,298,0,1,2,0,2,369,1,370
Precinct,Bluff,76,1067,6,1,12,6,2,1170,11,1181
Precinct,Blythewood 01,1036,824,8,7,6,7,3,1891,10,1901
Precinct,Blythewood 02,977,1051,5,6,7,3,1,2050,11,2061
Precinct,Blythewood 03,820,1818,10,7,10,3,2,2670,22,2692
Precinct,Bookman,733,1528,12,9,9,0,2,2293,12,2305
Precinct,Brandon 01,302,931,8,5,8,1,4,1259,9,1268
Precinct,Brandon 02,180,880,4,6,8,2,3,1083,6,1089
Precinct,Briarwood,318,1202,2,5,8,3,4,1542,8,1550
Precinct,Bridge Creek,314,1252,7,6,19,3,5,1606,4,1610
Precinct,Caughman Road,321,1084,3,4,10,5,1,1428,4,1432
Precinct,College Place,44,707,0,3,11,4,2,771,10,781
Precinct,Cooper,476,434,10,3,0,0,0,923,20,943
Precinct,Dennyside,256,373,5,5,3,3,5,650,11,661
Precinct,Dentsville,115,1037,1,3,9,0,2,1167,9,1176
Precinct,Dutch Fork 01,776,399,8,0,4,2,1,1190,10,1200
Precinct,Dutch Fork 02,640,628,6,6,7,3,2,1292,8,1300
Precinct,Dutch Fork 03,1224,758,16,12,3,7,1,2021,18,2039
Precinct,Dutch Fork 04,735,611,9,5,2,6,3,1371,19,1390
Precinct,East Forest Acres,631,493,10,5,4,1,2,1146,16,1162
Precinct,Eastover,94,644,2,2,6,2,2,752,11,763
Precinct,Edgewood,47,700,0,0,6,0,1,754,1,755
Precinct,Estates,518,955,8,7,5,9,4,1506,16,1522
Precinct,Failsafe,7,63,0,0,0,0,0,70,0,70
Precinct,Failsafe Provisional,23,55,0,0,0,0,0,78,1,79
Precinct,Fairlawn,329,1619,6,7,20,5,2,1988,14,2002
Precinct,Fairwold,23,467,2,0,2,0,0,494,4,498
Precinct,Friarsgate 01,553,701,9,7,7,2,1,1280,3,1283
Precinct,Friarsgate 02,489,578,8,3,1,3,2,1084,5,1089
Precinct,Gadsden,78,826,1,3,7,3,1,919,12,931
Precinct,Garners,245,361,4,0,5,2,1,618,8,626
Precinct,Greenview,41,939,1,3,5,0,0,989,7,996
Precinct,Gregg Park,472,755,8,2,4,1,1,1243,17,1260
Precinct,Hampton,314,718,9,13,4,3,7,1068,9,1077
Precinct,Harbison 01,366,985,7,6,7,2,4,1377,5,1382
Precinct,Harbison 02,284,686,2,5,1,1,2,981,3,984
Precinct,Hopkins 01,131,770,5,1,6,2,4,919,6,925
Precinct,Hopkins 02,187,1045,6,6,5,1,2,1252,17,1269
Precinct,Horrell Hill,711,873,8,3,6,2,1,1604,7,1611
Precinct,Hunting Creek,171,260,3,0,1,3,0,438,1,439
Precinct,Keels 01,131,1021,1,4,6,4,2,1169,7,1176
Precinct,Keels 02,82,758,5,2,3,3,1,854,6,860
Precinct,Keenan,315,854,10,3,4,4,2,1192,16,1208
Precinct,Kelly Mill,698,1268,9,6,9,3,4,1997,11,2008
Precinct,Killian,495,1827,11,5,20,5,1,2364,6,2370
Precinct,Kingswood,236,1443,4,9,18,7,3,1720,1,1721
Precinct,Lake Carolina,907,1762,11,14,12,4,6,2716,14,2730
Precinct,Lincolnshire,49,1001,0,1,12,3,3,1069,11,1080
Precinct,Longcreek,1737,3014,27,12,20,7,6,4823,31,4854
Precinct,Longleaf,144,1033,3,4,0,1,1,1186,4,1190
Precinct,Lykesland,337,1025,4,2,3,5,6,1382,5,1387
Precinct,Mallet Hill,511,1205,6,16,5,2,3,1748,12,1760
Precinct,Mcentire,220,375,2,1,3,0,0,601,2,603
Precinct,Meadowfield,601,669,8,6,1,5,5,1295,12,1307
Precinct,Meadowlake,66,1076,8,2,13,1,1,1167,8,1175
Precinct,Midway,207,1266,6,11,13,4,7,1514,7,1521
Precinct,Mill Creek,203,739,1,2,7,1,0,953,8,961
Precinct,Monticello,510,715,9,5,4,2,2,1247,15,1262
Precinct,North Forest Acres,372,554,7,5,2,4,1,945,11,956
Precinct,North Springs 01,351,699,6,3,6,1,2,1068,8,1076
Precinct,North Springs 02,658,1388,8,6,10,12,5,2087,21,2108
Precinct,North Springs 03,258,1190,8,4,6,5,3,1474,10,1484
Precinct,Oak Pointe 01,481,558,11,3,0,2,0,1055,3,1058
Precinct,Oak Pointe 02,292,285,7,3,0,0,1,588,3,591
