"County","Office","Candidate","Party","County Total","State Total"
"Lee","United States-Senate","Ty Pinkins","Democrat","10352","450749"
"Leflore","United States-Senate","Ty Pinkins","Democrat","6231","450749"
"Lincoln","United States-Senate","Ty Pinkins","Democrat","4080","450749"
"Lowndes","United States-Senate","Ty Pinkins","Democrat","10690","450749"
"Madison","United States-Senate","Ty Pinkins","Democrat","21180","450749"
"Marion","United States-Senate","Ty Pinkins","Democrat","3241","450749"
"Marshall","United States-Senate","Ty Pinkins","Democrat","6634","450749"
"Monroe","United States-Senate","Ty Pinkins","Democrat","5025","450749"
"Montgomery","United States-Senate","Ty Pinkins","Democrat","1678","450749"
"Neshoba","United States-Senate","Ty Pinkins","Democrat","2539","450749"
"Newton","United States-Senate","Ty Pinkins","Democrat","2562","450749"
"Noxubee","United States-Senate","Ty Pinkins","Democrat","2975","450749"
"Oktibbeha","United States-Senate","Ty Pinkins","Democrat","8325","450749"
"Panola","United States-Senate","Ty Pinkins","Democrat","5978","450749"
"Pearl River","United States-Senate","Ty Pinkins","Democrat","4012","450749"
"Perry","United States-Senate","Ty Pinkins","Democrat","1089","450749"
"Pike","United States-Senate","Ty Pinkins","Democrat","5898","450749"
"Pontotoc","United States-Senate","Ty Pinkins","Democrat","2304","450749"
"Prentiss","United States-Senate","Ty Pinkins","Democrat","1717","450749"
"Quitman","United States-Senate","Ty Pinkins","Democrat","1629","450749"
"Rankin","United States-Senate","Ty Pinkins","Democrat","17267","450749"
"Scott","United States-Senate","Ty Pinkins","Democrat","3680","450749"
"Sharkey","United States-Senate","Ty Pinkins","Democrat","1229","450749"
"Simpson","United States-Senate","Ty Pinkins","Democrat","3389","450749"
"Smith","United States-Senate","Ty Pinkins","Democrat","1458","450749"
"Stone","United States-Senate","Ty Pinkins","Democrat","1510","450749"
"Sunflower","United States-Senate","Ty Pinkins","Democrat","4659","450749"
"Tallahatchie","United States-Senate","Ty Pinkins","Democrat","2546","450749"
"Tate","United States-Senate","Ty Pinkins","Democrat","3498","450749"
"Tippah","United States-Senate","Ty Pinkins","Democrat","1550","450749"
"Tishomingo","United States-Senate","Ty Pinkins","Democrat","1038","450749"
"Tunica","United States-Senate","Ty Pinkins","Democrat","1798","450749"
"Union","United States-Senate","Ty Pinkins","Democrat","1779","450749"
"Walthall","United States-Senate","Ty Pinkins","Democrat","2319","450749"
"Warren","United States-Senate","Ty Pinkins","Democrat","8272","450749"
"Washington","United States-Senate","Ty Pinkins","Democrat","9406","450749"
"Wayne","United States-Senate","Ty Pinkins","Democrat","3075","450749"
"Webster","United States-Senate","Ty Pinkins","Democrat","854","450749"
"Wilkinson","United States-Senate","Ty Pinkins","Democrat","1710","450749"
"Winston","United States-Senate","Ty Pinkins","Democrat","3439","450749"
"Yalobusha","United States-Senate","Ty Pinkins","Democrat","2243","450749"
"Yazoo","United States-Senate","Ty Pinkins","Democrat","4223","450749"
"Adams","United States-Senate","Roger F. Wicker","Republican","5219","761934"
"Alcorn","United States-Senate","Roger F. Wicker","Republican","12576","761934"
"Amite","United States-Senate","Roger F. Wicker","Republican","4514","761934"
"Attala","United States-Senate","Roger F. Wicker","Republican","4753","761934"
"Benton","United States-Senate","Roger F. Wicker","Republican","2522","761934"
"Bolivar","United States-Senate","Roger F. Wicker","Republican","4101","761934"
"Calhoun","United States-Senate","Roger F. Wicker","Republican","4402","761934"
"Carroll","United States-Senate","Roger F. Wicker","Republican","3746","761934"
"Chickasaw","United States-Senate","Roger F. Wicker","Republican","4121","761934"
"Choctaw","United States-Senate","Roger F. Wicker","Republican","2866","761934"
"Claiborne","United States-Senate","Roger F. Wicker","Republican","719","761934"
"Clarke","United States-Senate","Roger F. Wicker","Republican","5151","761934"
"Clay","United States-Senate","Roger F. Wicker","Republican","4228","761934"
"Coahoma","United States-Senate","Roger F. Wicker","Republican","2146","761934"
"Copiah","United States-Senate","Roger F. Wicker","Republican","6388","761934"
"Covington","United States-Senate","Roger F. Wicker","Republican","5924","761934"
"DeSoto","United States-Senate","Roger F. Wicker","Republican","49073","761934"
"Forrest","United States-Senate","Roger F. Wicker","Republican","17104","761934"
"Franklin","United States-Senate","Roger F. Wicker","Republican","2852","761934"
"George","United States-Senate","Roger F. Wicker","Republican","9662","761934"
"Greene","United States-Senate","Roger F. Wicker","Republican","4712","761934"
"Grenada","United States-Senate","Roger F. Wicker","Republican","5689","761934"
"Hancock","United States-Senate","Roger F. Wicker","Republican","16797","761934"
"Harrison","United States-Senate","Roger F. Wicker","Republican","49863","761934"
"Hinds","United States-Senate","Roger F. Wicker","Republican","25901","761934"
"Holmes","United States-Senate","Roger F. Wicker","Republican","1456","761934"
"Humphreys","United States-Senate","Roger F. Wicker","Republican","1075","761934"
"Issaquena","United States-Senate","Roger F. Wicker","Republican","304","761934"
"Itawamba","United States-Senate","Roger F. Wicker","Republican","9337","761934"
"Jackson","United States-Senate","Roger F. Wicker","Republican","37059","761934"
"Jasper","United States-Senate","Roger F. Wicker","Republican","4189","761934"
"Jeff Davis","United States-Senate","Roger F. Wicker","Republican","2383","761934"
"Jefferson","United States-Senate","Roger F. Wicker","Republican","693","761934"
"Jones","United States-Senate","Roger F. Wicker","Republican","20307","761934"
"Kemper","United States-Senate","Roger F. Wicker","Republican","1824","761934"
"Lafayette","United States-Senate","Roger F. Wicker","Republican","14761","761934"
"Lamar","United States-Senate","Roger F. Wicker","Republican","20984","761934"
"Lauderdale","United States-Senate","Roger F. Wicker","Republican","16873","761934"
"Lawrence","United States-Senate","Roger F. Wicker","Republican","4137","761934"
"Leake","United States-Senate","Roger F. Wicker","Republican","5229","761934"
"Lee","United States-Senate","Roger F. Wicker","Republican","24415","761934"
"Leflore","United States-Senate","Roger F. Wicker","Republican","3111","761934"
"Lincoln","United States-Senate","Roger F. Wicker","Republican","11599","761934"
"Lowndes","United States-Senate","Roger F. Wicker","Republican","13548","761934"
"Madison","United States-Senate","Roger F. Wicker","Republican","34181","761934"
"Marion","United States-Senate","Roger F. Wicker","Republican","7845","761934"
"Marshall","United States-Senate","Roger F. Wicker","Republican","8100","761934"
"Monroe","United States-Senate","Roger F. Wicker","Republican","10920","761934"
"Montgomery","United States-Senate","Roger F. Wicker","Republican","2671","761934"
"Neshoba","United States-Senate","Roger F. Wicker","Republican","8245","761934"
"Newton","United States-Senate","Roger F. Wicker","Republican","6657","761934"
"Noxubee","United States-Senate","Roger F. Wicker","Republican","1312","761934"
"Oktibbeha","United States-Senate","Roger F. Wicker","Republican","9498","761934"
"Panola","United States-Senate","Roger F. Wicker","Republican","8374","761934"
"Pearl River","United States-Senate","Roger F. Wicker","Republican","20157","761934"
"Perry","United States-Senate","Roger F. Wicker","Republican","4412","761934"
"Pike","United States-Senate","Roger F. Wicker","Republican","6719","761934"
"Pontotoc","United States-Senate","Roger F. Wicker","Republican","11556","761934"
"Prentiss","United States-Senate","Roger F. Wicker","Republican","8504","761934"
"Quitman","United States-Senate","Roger F. Wicker","Republican","952","761934"
"Rankin","United States-Senate","Roger F. Wicker","Republican","51542","761934"
"Scott","United States-Senate","Roger F. Wicker","Republican","6122","761934"
"Sharkey","United States-Senate","Roger F. Wicker","Republican","556","761934"
"Simpson","United States-Senate","Roger F. Wicker","Republican","7556","761934"
"Smith","United States-Senate","Roger F. Wicker","Republican","6158","761934"
"Stone","United States-Senate","Roger F. Wicker","Republican","6282","761934"
"Sunflower","United States-Senate","Roger F. Wicker","Republican","3074","761934"
"Tallahatchie","United States-Senate","Roger F. Wicker","Republican","2478","761934"
"Tate","United States-Senate","Roger F. Wicker","Republican","9225","761934"
"Tippah","United States-Senate","Roger F. Wicker","Republican","7927","761934"
"Tishomingo","United States-Senate","Roger F. Wicker","Republican","7824","761934"
"Tunica","United States-Senate","Roger F. Wicker","Republican","827","761934"
"Union","United States-Senate","Roger F. Wicker","Republican","10484","761934"
"Walthall","United States-Senate","Roger F. Wicker","Republican","4158","761934"
"Warren","United States-Senate","Roger F. Wicker","Republican","9770","761934"
"Washington","United States-Senate","Roger F. Wicker","Republican","4926","761934"
"Wayne","United States-Senate","Roger F. Wicker","Republican","6022","761934"
"Webster","United States-Senate","Roger F. Wicker","Republican","4203","761934"
"Wilkinson","United States-Senate","Roger F. Wicker","Republican","1136","761934"
"Winston","United States-Senate","Roger F. Wicker","Republican","4937","761934"
"Yalobusha","United States-Senate","Roger F. Wicker","Republican","3609","761934"
"Yazoo","United States-Senate","Roger F. Wicker","Republican","4702","761934"
"Alcorn","US House Of Rep 01-1st Congressional District","Dianne Dodson Black","Democrat","2208","96697"
"Benton","US House Of Rep 01-1st Congressional District","Dianne Dodson Black","Democrat","1294","96697"
"Calhoun","US House Of Rep 01-1st Congressional District","Dianne Dodson Black","Democrat","1472","96697"
"Chickasaw","US House Of Rep 01-1st Congressional District","Dianne Dodson Black","Democrat","2997","96697"
"Choctaw","US House Of Rep 01-1st Congressional District","Dianne Dodson Black","Democrat","914","96697"
"Clay","US House Of Rep 01-1st Congressional District","Dianne Dodson Black","Democrat","4857","96697"
"DeSoto","US House Of Rep 01-1st Congressional District","Dianne Dodson Black","Democrat","29065","96697"
"Itawamba","US House Of Rep 01-1st Congressional District","Dianne Dodson Black","Democrat","967","96697"
"Lafayette","US House Of Rep 01-1st Congressional District","Dianne Dodson Black","Democrat","8435","96697"
"Lee","US House Of Rep 01-1st Congressional District","Dianne Dodson Black","Democrat","9801","96697"
"Lowndes","US House Of Rep 01-1st Congressional District","Dianne Dodson Black","Democrat","10681","96697"
"Marshall","US House Of Rep 01-1st Congressional District","Dianne Dodson Black","Democrat","6736","96697"
"Monroe","US House Of Rep 01-1st Congressional District","Dianne Dodson Black","Democrat","4884","96697"
"Oktibbeha","US House Of Rep 01-1st Congressional District","Dianne Dodson Black","Democrat","302","96697"
"Pontotoc","US House Of Rep 01-1st Congressional District","Dianne Dodson Black","Democrat","2054","96697"
"Prentiss","US House Of Rep 01-1st Congressional District","Dianne Dodson Black","Democrat","1572","96697"
"Tate","US House Of Rep 01-1st Congressional District","Dianne Dodson Black","Democrat","3514","96697"
"Tippah","US House Of Rep 01-1st Congressional District","Dianne Dodson Black","Democrat","1507","96697"
"Tishomingo","US House Of Rep 01-1st Congressional District","Dianne Dodson Black","Democrat","903","96697"
"Union","US House Of Rep 01-1st Congressional District","Dianne Dodson Black","Democrat","1714","96697"
"Webster","US House Of Rep 01-1st Congressional District","Dianne Dodson Black","Democrat","820","96697"
"Alcorn","US House Of Rep 01-1st Congressional District","Trent Kelly","Republican","12674","223589"
"Benton","US House Of Rep 01-1st Congressional District","Trent Kelly","Republican","2494","223589"
"Calhoun","US House Of Rep 01-1st Congressional District","Trent Kelly","Republican","4472","223589"
"Chickasaw","US House Of Rep 01-1st Congressional District","Trent Kelly","Republican","4150","223589"
"Choctaw","US House Of Rep 01-1st Congressional District","Trent Kelly","Republican","2909","223589"
"Clay","US House Of Rep 01-1st Congressional District","Trent Kelly","Republican","4228","223589"
"DeSoto","US House Of Rep 01-1st Congressional District","Trent Kelly","Republican","48761","223589"
"Itawamba","US House Of Rep 01-1st Congressional District","Trent Kelly","Republican","9576","223589"
"Lafayette","US House Of Rep 01-1st Congressional District","Trent Kelly","Republican","14785","223589"
"Lee","US House Of Rep 01-1st Congressional District","Trent Kelly","Republican","25193","223589"
"Lowndes","US House Of Rep 01-1st Congressional District","Trent Kelly","Republican","13499","223589"
"Marshall","US House Of Rep 01-1st Congressional District","Trent Kelly","Republican","7958","223589"
"Monroe","US House Of Rep 01-1st Congressional District","Trent Kelly","Republican","11059","223589"
"Oktibbeha","US House Of Rep 01-1st Congressional District","Trent Kelly","Republican","1073","223589"
"Pontotoc","US House Of Rep 01-1st Congressional District","Trent Kelly","Republican","11914","223589"
"Prentiss","US House Of Rep 01-1st Congressional District","Trent Kelly","Republican","8729","223589"
"Tate","US House Of Rep 01-1st Congressional District","Trent Kelly","Republican","9206","223589"
"Tippah","US House Of Rep 01-1st Congressional District","Trent Kelly","Republican","8001","223589"
"Tishomingo","US House Of Rep 01-1st Congressional District","Trent Kelly","Republican","8007","223589"
"Union","US House Of Rep 01-1st Congressional District","Trent Kelly","Republican","10646","223589"
"Webster","US House Of Rep 01-1st Congressional District","Trent Kelly","Republican","4255","223589"
"Adams","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","4924","108956"
"Amite","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","4414","108956"
"Attala","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","4570","108956"
"Bolivar","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","3752","108956"
"Carroll","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","3617","108956"
"Claiborne","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","522","108956"
"Coahoma","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","1842","108956"
"Copiah","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","5934","108956"
"Franklin","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","2779","108956"
"Grenada","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","5482","108956"
"Hinds","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","18088","108956"
"Holmes","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","1148","108956"
"Humphreys","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","924","108956"
"Issaquena","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","297","108956"
"Jefferson","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","494","108956"
"Leake","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","5010","108956"
"Leflore","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","2794","108956"
"Madison","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","2692","108956"
"Montgomery","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","2548","108956"
"Panola","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","7824","108956"
"Quitman","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","847","108956"
"Sharkey","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","532","108956"
"Sunflower","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","2296","108956"
"Tallahatchie","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","2156","108956"
"Tunica","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","757","108956"
"Warren","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","9465","108956"
"Washington","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","4432","108956"
"Wilkinson","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","1032","108956"
"Yalobusha","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","3378","108956"
"Yazoo","US House Of Rep 02-2nd Congressional District","Ron Eller","Republican","4406","108956"
"Adams","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","6947","177885"
"Amite","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","2411","177885"
"Attala","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","3131","177885"
"Bolivar","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","6683","177885"
"Carroll","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","1579","177885"
"Claiborne","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","3082","177885"
"Coahoma","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","4958","177885"
"Copiah","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","5810","177885"
"Franklin","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","1297","177885"
"Grenada","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","4253","177885"
"Hinds","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","58528","177885"
"Holmes","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","5625","177885"
"Humphreys","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","2578","177885"
"Issaquena","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","296","177885"
"Jefferson","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","2864","177885"
"Leake","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","3382","177885"
"Leflore","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","6693","177885"
"Madison","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","8038","177885"
"Montgomery","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","1860","177885"
"Panola","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","6611","177885"
"Quitman","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","1823","177885"
"Sharkey","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","1236","177885"
"Sunflower","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","5543","177885"
"Tallahatchie","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","2936","177885"
"Tunica","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","1921","177885"
"Warren","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","8807","177885"
"Washington","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","10036","177885"
"Wilkinson","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","1873","177885"
"Yalobusha","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","2494","177885"
"Yazoo","US House Of Rep 02-2nd Congressional District","Bennie G. Thompson","Democrat","4590","177885"
"Clarke","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","6400","263239"
"Covington","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","7396","263239"
"Hinds","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","7565","263239"
"Jasper","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","6140","263239"
"Jeff Davis","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","3693","263239"
"Jones","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","3598","263239"
"Kemper","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","2835","263239"
"Lauderdale","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","21312","263239"
"Lawrence","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","5081","263239"
"Lincoln","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","13732","263239"
"Madison","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","38137","263239"
"Marion","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","9360","263239"
"Neshoba","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","9733","263239"
"Newton","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","8078","263239"
"Noxubee","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","2113","263239"
"Oktibbeha","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","12415","263239"
"Pike","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","9425","263239"
"Rankin","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","60161","263239"
"Scott","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","8027","263239"
"Simpson","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","9176","263239"
"Smith","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","6940","263239"
"Walthall","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","5068","263239"
"Winston","US House Of Rep 03-3rd Congressional District","Michael Guest","Republican","6854","263239"
"Forrest","US House Of Rep 04-4th Congressional District","Mike Ezell","Republican","17631","215095"
"George","US House Of Rep 04-4th Congressional District","Mike Ezell","Republican","9859","215095"
"Greene","US House Of Rep 04-4th Congressional District","Mike Ezell","Republican","4827","215095"
"Hancock","US House Of Rep 04-4th Congressional District","Mike Ezell","Republican","16945","215095"
"Harrison","US House Of Rep 04-4th Congressional District","Mike Ezell","Republican","50752","215095"
"Jackson","US House Of Rep 04-4th Congressional District","Mike Ezell","Republican","38288","215095"
"Jones","US House Of Rep 04-4th Congressional District","Mike Ezell","Republican","17735","215095"
"Lamar","US House Of Rep 04-4th Congressional District","Mike Ezell","Republican","21437","215095"
"Pearl River","US House Of Rep 04-4th Congressional District","Mike Ezell","Republican","20469","215095"
"Perry","US House Of Rep 04-4th Congressional District","Mike Ezell","Republican","4527","215095"
"Stone","US House Of Rep 04-4th Congressional District","Mike Ezell","Republican","6354","215095"
"Wayne","US House Of Rep 04-4th Congressional District","Mike Ezell","Republican","6271","215095"
"Forrest","US House Of Rep 04-4th Congressional District","Craig Elliot Raybon","Democrat","10641","75771"
"George","US House Of Rep 04-4th Congressional District","Craig Elliot Raybon","Democrat","1078","75771"
"Greene","US House Of Rep 04-4th Congressional District","Craig Elliot Raybon","Democrat","785","75771"
"Hancock","US House Of Rep 04-4th Congressional District","Craig Elliot Raybon","Democrat","3900","75771"
"Harrison","US House Of Rep 04-4th Congressional District","Craig Elliot Raybon","Democrat","24247","75771"
"Jackson","US House Of Rep 04-4th Congressional District","Craig Elliot Raybon","Democrat","13698","75771"
"Jones","US House Of Rep 04-4th Congressional District","Craig Elliot Raybon","Democrat","5911","75771"
"Lamar","US House Of Rep 04-4th Congressional District","Craig Elliot Raybon","Democrat","6449","75771"
"Pearl River","US House Of Rep 04-4th Congressional District","Craig Elliot Raybon","Democrat","3781","75771"
"Perry","US House Of Rep 04-4th Congressional District","Craig Elliot Raybon","Democrat","985","75771"
"Stone","US House Of Rep 04-4th Congressional District","Craig Elliot Raybon","Democrat","1442","75771"
"Wayne","US House Of Rep 04-4th Congressional District","Craig Elliot Raybon","Democrat","2854","75771"
"Bolivar","Central District-Supreme Court District 1(Central) Position 3","Jenifer B. Branning","","2813","147892"
"Claiborne","Central District-Supreme Court District 1(Central) Position 3","Jenifer B. Branning","","678","147892"
"Copiah","Central District-Supreme Court District 1(Central) Position 3","Jenifer B. Branning","","2805","147892"
"Hinds","Central District-Supreme Court District 1(Central) Position 3","Jenifer B. Branning","","21268","147892"
"Holmes","Central District-Supreme Court District 1(Central) Position 3","Jenifer B. Branning","","1561","147892"
"Humphreys","Central District-Supreme Court District 1(Central) Position 3","Jenifer B. Branning","","728","147892"
"Issaquena","Central District-Supreme Court District 1(Central) Position 3","Jenifer B. Branning","","192","147892"
"Jefferson","Central District-Supreme Court District 1(Central) Position 3","Jenifer B. Branning","","582","147892"
"Kemper","Central District-Supreme Court District 1(Central) Position 3","Jenifer B. Branning","","1941","147892"
"Lauderdale","Central District-Supreme Court District 1(Central) Position 3","Jenifer B. Branning","","14702","147892"
"Leake","Central District-Supreme Court District 1(Central) Position 3","Jenifer B. Branning","","4936","147892"
"Madison","Central District-Supreme Court District 1(Central) Position 3","Jenifer B. Branning","","24753","147892"
"Neshoba","Central District-Supreme Court District 1(Central) Position 3","Jenifer B. Branning","","8501","147892"
"Newton","Central District-Supreme Court District 1(Central) Position 3","Jenifer B. Branning","","5467","147892"
"Noxubee","Central District-Supreme Court District 1(Central) Position 3","Jenifer B. Branning","","879","147892"
"Rankin","Central District-Supreme Court District 1(Central) Position 3","Jenifer B. Branning","","35484","147892"
"Scott","Central District-Supreme Court District 1(Central) Position 3","Jenifer B. Branning","","4775","147892"
"Sharkey","Central District-Supreme Court District 1(Central) Position 3","Jenifer B. Branning","","456","147892"
"Sunflower","Central District-Supreme Court District 1(Central) Position 3","Jenifer B. Branning","","1535","147892"
"Warren","Central District-Supreme Court District 1(Central) Position 3","Jenifer B. Branning","","6752","147892"
"Washington","Central District-Supreme Court District 1(Central) Position 3","Jenifer B. Branning","","3432","147892"
"Yazoo","Central District-Supreme Court District 1(Central) Position 3","Jenifer B. Branning","","3652","147892"
"Bolivar","Central District-Supreme Court District 1(Central) Position 3","Byron Carter","","838","25390"
"Claiborne","Central District-Supreme Court District 1(Central) Position 3","Byron Carter","","286","25390"
"Copiah","Central District-Supreme Court District 1(Central) Position 3","Byron Carter","","737","25390"
"Hinds","Central District-Supreme Court District 1(Central) Position 3","Byron Carter","","7784","25390"
"Holmes","Central District-Supreme Court District 1(Central) Position 3","Byron Carter","","718","25390"
"Humphreys","Central District-Supreme Court District 1(Central) Position 3","Byron Carter","","264","25390"
"Issaquena","Central District-Supreme Court District 1(Central) Position 3","Byron Carter","","29","25390"
"Jefferson","Central District-Supreme Court District 1(Central) Position 3","Byron Carter","","314","25390"
"Kemper","Central District-Supreme Court District 1(Central) Position 3","Byron Carter","","268","25390"
"Lauderdale","Central District-Supreme Court District 1(Central) Position 3","Byron Carter","","1819","25390"
"Leake","Central District-Supreme Court District 1(Central) Position 3","Byron Carter","","432","25390"
"Madison","Central District-Supreme Court District 1(Central) Position 3","Byron Carter","","3063","25390"
"Neshoba","Central District-Supreme Court District 1(Central) Position 3","Byron Carter","","551","25390"
"Newton","Central District-Supreme Court District 1(Central) Position 3","Byron Carter","","511","25390"
"Noxubee","Central District-Supreme Court District 1(Central) Position 3","Byron Carter","","219","25390"
"Rankin","Central District-Supreme Court District 1(Central) Position 3","Byron Carter","","3701","25390"
"Scott","Central District-Supreme Court District 1(Central) Position 3","Byron Carter","","627","25390"
"Sharkey","Central District-Supreme Court District 1(Central) Position 3","Byron Carter","","100","25390"
"Sunflower","Central District-Supreme Court District 1(Central) Position 3","Byron Carter","","605","25390"
"Warren","Central District-Supreme Court District 1(Central) Position 3","Byron Carter","","726","25390"
"Washington","Central District-Supreme Court District 1(Central) Position 3","Byron Carter","","1071","25390"
"Yazoo","Central District-Supreme Court District 1(Central) Position 3","Byron Carter","","727","25390"
"Bolivar","Central District-Supreme Court District 1(Central) Position 3","Ceola James","","1685","38345"
"Claiborne","Central District-Supreme Court District 1(Central) Position 3","Ceola James","","811","38345"
"Copiah","Central District-Supreme Court District 1(Central) Position 3","Ceola James","","296","38345"
"Hinds","Central District-Supreme Court District 1(Central) Position 3","Ceola James","","9634","38345"
"Holmes","Central District-Supreme Court District 1(Central) Position 3","Ceola James","","620","38345"
"Humphreys","Central District-Supreme Court District 1(Central) Position 3","Ceola James","","810","38345"
"Issaquena","Central District-Supreme Court District 1(Central) Position 3","Ceola James","","111","38345"
"Jefferson","Central District-Supreme Court District 1(Central) Position 3","Ceola James","","793","38345"
"Kemper","Central District-Supreme Court District 1(Central) Position 3","Ceola James","","267","38345"
"Lauderdale","Central District-Supreme Court District 1(Central) Position 3","Ceola James","","1945","38345"
"Leake","Central District-Supreme Court District 1(Central) Position 3","Ceola James","","360","38345"
"Madison","Central District-Supreme Court District 1(Central) Position 3","Ceola James","","3606","38345"
"Neshoba","Central District-Supreme Court District 1(Central) Position 3","Ceola James","","260","38345"
"Newton","Central District-Supreme Court District 1(Central) Position 3","Ceola James","","416","38345"
"Noxubee","Central District-Supreme Court District 1(Central) Position 3","Ceola James","","392","38345"
"Rankin","Central District-Supreme Court District 1(Central) Position 3","Ceola James","","3083","38345"
"Scott","Central District-Supreme Court District 1(Central) Position 3","Ceola James","","364","38345"
"Sharkey","Central District-Supreme Court District 1(Central) Position 3","Ceola James","","410","38345"
"Sunflower","Central District-Supreme Court District 1(Central) Position 3","Ceola James","","2300","38345"
"Warren","Central District-Supreme Court District 1(Central) Position 3","Ceola James","","5182","38345"
"Washington","Central District-Supreme Court District 1(Central) Position 3","Ceola James","","4320","38345"
"Yazoo","Central District-Supreme Court District 1(Central) Position 3","Ceola James","","680","38345"
"Bolivar","Central District-Supreme Court District 1(Central) Position 3","Jim Kitchens","","3753","127266"
"Claiborne","Central District-Supreme Court District 1(Central) Position 3","Jim Kitchens","","1449","127266"
"Copiah","Central District-Supreme Court District 1(Central) Position 3","Jim Kitchens","","7326","127266"
