state,county,municipality,ward,source_level,ballots_cast,registered_voters,registration_denominator_timing,denominator_type,coverage_status,warning_required,source_url,notes
WI,Milwaukee,City of Milwaukee,Ward 243,ward,485,583,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 244,ward,208,260,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 245,ward,258,330,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 246,ward,298,396,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 247,ward,637,766,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 248,ward,646,841,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 249,ward,574,620,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 250,ward,389,441,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 251,ward,191,206,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 252,ward,426,485,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 253,ward,1009,1136,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 254,ward,1172,1263,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 255,ward,634,684,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 256,ward,740,793,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 257,ward,652,710,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 258,ward,821,907,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 259,ward,550,597,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 260,ward,1058,1143,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 261,ward,1505,1638,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 262,ward,1088,1162,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 263,ward,609,647,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 264,ward,588,635,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 265,ward,1447,1611,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 266,ward,1280,1399,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 267,ward,1264,1431,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 268,ward,624,711,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 269,ward,763,855,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 270,ward,1301,1456,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 271,ward,742,850,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 272,ward,923,1040,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 273,ward,359,416,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 274,ward,356,408,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 275,ward,494,532,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 276,ward,1399,1563,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 277,ward,682,765,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 278,ward,478,581,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 279,ward,557,624,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 280,ward,567,622,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 281,ward,797,868,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 282,ward,629,703,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 283,ward,122,143,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 284,ward,922,996,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 285,ward,840,947,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 286,ward,726,785,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 287,ward,891,1001,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 288,ward,1199,1262,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 289,ward,1164,1271,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 291,ward,790,865,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 292,ward,733,829,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 293,ward,1148,1257,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 294,ward,730,816,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 295,ward,1156,1350,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 296,ward,1129,1234,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 297,ward,377,461,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 298,ward,635,752,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 299,ward,892,983,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 300,ward,1051,1077,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 301,ward,699,810,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 302,ward,894,962,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 303,ward,789,818,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 304,ward,1268,1434,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 305,ward,245,324,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 306,ward,207,284,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 307,ward,192,256,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 308,ward,233,326,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 309,ward,526,719,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 310,ward,379,433,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 311,ward,791,859,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 312,ward,356,438,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 313,ward,585,615,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 314,ward,524,568,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 315,ward,1273,1574,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 316,ward,0,0,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 317,ward,0,0,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 318,ward,201,323,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 319,ward,90,103,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 320,ward,96,104,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 321,ward,292,333,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 322,ward,205,275,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 323,ward,180,222,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 324,ward,327,419,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
